Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,Remaining,JUL,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,36
2020,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,49
2020,Remaining,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,1
2019,Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,59
2022 (FYTD),Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,41
2020,Remaining,MAR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,12
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,736
2022 (FYTD),Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,82
2022 (FYTD),FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1129
2020,Remaining,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2021,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,41
2020,Remaining,JUN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,28
2019,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,913
2021,FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,112
2021,Remaining,JUL,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2057
2022 (FYTD),Remaining,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1106
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2019,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,752
2021,Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4270
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,2
2019,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1540
2021,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1534
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,587
2019,Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8
2021,Remaining,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1901
2022 (FYTD),FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1600
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,18
2022 (FYTD),Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1774
2019,Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2580
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,232
2020,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,42
2020,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,443
2020,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1001
2019,Remaining,MAR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,3
2022 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1812
2022 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,65
2021,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,50543
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,836
2022 (FYTD),FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2020,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,819
2019,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,67
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5473
2021,Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,23
2021,Remaining,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,405
2020,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2367
2021,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,193
2021,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2021,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,40
2019,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2117
2021,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5955
2019,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0
2021,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,659
2021,Remaining,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,420
2022 (FYTD),Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,7
2022 (FYTD),Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,67
2019,FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,973
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1870
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,508
2022 (FYTD),FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1664
2021,Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,90
2021,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,35
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1254
2020,Remaining,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2
2020,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,128
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,544
2022 (FYTD),Remaining,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,334
2019,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3597
2022 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,38
2019,Remaining,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,33202
2019,Remaining,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,7
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1757
2020,Remaining,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,2
2019,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3218
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,494
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,341
2019,Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,7167
2020,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,53
2021,Remaining,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,15167
2021,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,14
2021,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,74
2020,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,31
2020,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,55
2020,Remaining,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,
2022 (FYTD),Remaining,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,290
2022 (FYTD),FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,4
2019,Remaining,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1743
2020,Remaining,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1276
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,1
2021,Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1034
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,918
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2022 (FYTD),Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2174
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,8
2019,Remaining,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,11
2022 (FYTD),Remaining,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1275
2021,Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,52
2020,Remaining,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,27
2019,Remaining,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,10039
2021,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1076
2020,Remaining,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,1123
2021,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4579
2022 (FYTD),FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,38
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1645
2020,FYTD,FEB,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,44
2019,Remaining,JUL,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,288
2020,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,293
2021,Remaining,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,7
2021,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,507
2021,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,63
2019,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,4051
2021,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,40
2021,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,5598
2020,Remaining,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,452
2019,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1650
2020,Remaining,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,
2020,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,51
2019,FYTD,NOV,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1037
2022 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,901
2020,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2526
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,802
2022 (FYTD),Remaining,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,717
2019,Remaining,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3605
2019,FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1695
2020,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,17
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,9750
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,30669
2021,Remaining,MAR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,4
2019,Remaining,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,362
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,4415
2020,Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,74
2022 (FYTD),Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,27198
2019,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3936
2019,Remaining,MAR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,67
2021,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,2111
2022 (FYTD),Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2244
2022 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,348
2022 (FYTD),Remaining,MAR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,16
2019,Remaining,MAY,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,24
2021,Remaining,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,10526
2020,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,881
2021,FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,8
2020,FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,336
2021,Remaining,AUG,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,21
2020,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,234
2022 (FYTD),Remaining,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,91
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,559
2020,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,12
2020,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,20
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3
2020,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,17
2020,Remaining,JUL,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,1
2021,Remaining,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,10
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2319
2022 (FYTD),Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5436
2022 (FYTD),FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,6
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2582
2021,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,14
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2820
2020,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2173
2019,Remaining,MAY,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,39
2019,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2820
2021,Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,12535
2020,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,208
2019,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1984
2021,Remaining,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,12
2020,Remaining,MAR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,166
2021,Remaining,AUG,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,506
2021,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,20
2021,Remaining,MAR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,503
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,309
2021,Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2019,Remaining,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,11400
2021,Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,81
2022 (FYTD),Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,87
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,353
2020,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,309
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,133
2019,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,78
2020,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,25
2021,Remaining,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,53462
2019,Remaining,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,3
2022 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,14
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,620
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2239
2020,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,45
2020,Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,324
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,217
2020,Remaining,JUL,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,163
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,3127
2022 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,19
2022 (FYTD),Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,155
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,297
2022 (FYTD),Remaining,JUN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,292
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2839
2021,Remaining,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,681
2021,Remaining,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,2
2020,Remaining,AUG,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,3
2021,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,733
2021,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,9
2020,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2071
2020,FYTD,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2156
2021,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1580
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2974
2019,Remaining,JUL,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,15
2022 (FYTD),Remaining,MAR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,14
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,4
2022 (FYTD),Remaining,MAY,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,6
2020,Remaining,JUN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,4
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,361
2021,Remaining,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,12360
2020,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2021,Remaining,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,159
2019,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,340
2022 (FYTD),Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2271
2021,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,22866
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2020,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,268
2022 (FYTD),Remaining,JUN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,93
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,771
